Date/Time,Electricity:Facility [J](TimeStep),Electricity:Building [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:HVAC [J](TimeStep),Electricity:Plant [J](TimeStep),Electricity:Facility [J](RunPeriod),Electricity:Building [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),Electricity:HVAC [J](RunPeriod),Electricity:Plant [J](RunPeriod) 
 06/01  00:15:00,4708473.766012155,427500.0,337500.0,589606.758008379,3691367.0080037764 
 06/01  00:30:00,4702707.17763121,427500.0,337500.0,589606.758008379,3685600.4196228306 
 06/01  00:45:00,4701017.975624118,427500.0,337500.0,593185.2295209606,3680332.7461031578 
 06/01  01:00:00,4704832.307715495,427500.0,337500.0,601828.8276328386,3675503.4800826567 
 06/01  01:15:00,4706686.771949326,427500.0,337500.0,603139.8920792174,3676046.8798701083 
 06/01  01:30:00,4695885.323099916,427500.0,337500.0,591810.9639975099,3676574.3591024056 
 06/01  01:45:00,4702921.984111844,427500.0,337500.0,598337.1576004798,3677084.826511364 
 06/01  02:00:00,4698303.881498585,427500.0,337500.0,593226.6326110249,3677577.248887561 
 06/01  02:15:00,4699238.384784314,427500.0,337500.0,593895.6386019192,3677842.7461823947 
 06/01  02:30:00,4695193.934784756,427500.0,337500.0,589606.758008379,3678087.1767763766 
 06/01  02:45:00,4695416.458074376,427500.0,337500.0,589606.758008379,3678309.700065998 
 06/01  03:00:00,4695616.486345331,427500.0,337500.0,589606.758008379,3678509.728336952 
 06/01  03:15:00,4695133.3762987545,427500.0,337500.0,589606.758008379,3678026.6182903755 
 06/01  03:30:00,4694646.204719883,427500.0,337500.0,589606.758008379,3677539.4467115053 
 06/01  03:45:00,4694154.991248866,427500.0,337500.0,589606.758008379,3677048.2332404866 
 06/01  04:00:00,4693659.806504118,427500.0,337500.0,589606.758008379,3676553.0484957392 
 06/01  04:15:00,4692940.423711312,427500.0,337500.0,589606.758008379,3675833.665702933 
 06/01  04:30:00,4692229.941472088,427500.0,337500.0,589606.758008379,3675123.183463709 
 06/01  04:45:00,4691528.173137314,427500.0,337500.0,589606.758008379,3674421.4151289347 
 06/01  05:00:00,4690834.956489093,427500.0,337500.0,589606.758008379,3673728.1984807136 
 06/01  05:15:00,4689970.893548511,427500.0,337500.0,589606.758008379,3672864.135540132 
 06/01  05:30:00,4689117.937258786,427500.0,337500.0,589606.758008379,3672011.1792504075 
 06/01  05:45:00,4688283.850149606,427500.0,337500.0,589606.758008379,3671177.0921412283 
 06/01  06:00:00,4687464.126085793,427500.0,337500.0,589606.758008379,3670357.3680774136 
 06/01  06:15:00,4687632.232722467,427500.0,337500.0,589606.758008379,3670525.4747140887 
 06/01  06:30:00,4687800.984636138,427500.0,337500.0,589606.758008379,3670694.22662776 
 06/01  06:45:00,4687970.374514963,427500.0,337500.0,589606.758008379,3670863.6165065845 
 06/01  07:00:00,4688140.429642734,427500.0,337500.0,589606.758008379,3671033.671634355 
 06/01  07:15:00,4688988.353931832,427500.0,337500.0,589606.758008379,3671881.595923454 
 06/01  07:30:00,4689857.639542158,427500.0,337500.0,589606.758008379,3672750.8815337797 
 06/01  07:45:00,4690740.601015273,427500.0,337500.0,589606.758008379,3673633.8430068945 
 06/01  08:00:00,4691641.977912662,427500.0,337500.0,589606.758008379,3674535.2199042826 
 06/01  08:15:00,12948790.505047332,7875000.0,6075000.0,597855.4879097447,4475935.017137587 
 06/01  08:30:00,12143377.77354729,7875000.0,6075000.0,589606.758008379,3678771.015538908 
 06/01  08:45:00,12145651.262339052,7875000.0,6075000.0,589606.758008379,3681044.504330671 
 06/01  09:00:00,12148038.790120333,7875000.0,6075000.0,589606.758008379,3683432.032111952 
 06/01  09:15:00,14741726.153850164,10462500.0,6412500.0,591854.7258419658,3687371.4280081983 
 06/01  09:30:00,14747069.922791284,10462500.0,6412500.0,592932.9656759376,3691636.957115347 
 06/01  09:45:00,14752814.117244875,10462500.0,6412500.0,594044.1415509045,3696269.975693971 
 06/01  10:00:00,15490131.681380942,10462500.0,6412500.0,617900.373831756,4409731.307549185 
 06/01  10:15:00,15478424.019179137,10800000.0,6750000.0,602362.8268276528,4076061.192351484 
 06/01  10:30:00,16898725.783341285,10800000.0,6750000.0,643616.2718946199,5455109.511446666 
 06/01  10:45:00,15901331.554945005,10800000.0,6750000.0,602699.0229469435,4498632.531998059 
 06/01  11:00:00,17678657.847620886,10800000.0,6750000.0,655036.0841284553,6223621.763492426 
 06/01  11:15:00,15734753.816380462,10462500.0,6412500.0,602060.361303953,4670193.455076507 
 06/01  11:30:00,19100523.040618572,10462500.0,6412500.0,799150.8232188111,7838872.217399761 
 06/01  11:45:00,15014257.486962477,10462500.0,6412500.0,592021.1604343664,3959736.32652811 
 06/01  12:00:00,19269690.536344104,10462500.0,6412500.0,840733.7683875342,7966456.767956567 
 06/01  12:15:00,14096930.545572815,9450000.0,5400000.0,591276.2697030781,4055654.2758697355 
 06/01  12:30:00,17035584.190078903,9450000.0,5400000.0,743238.9363146431,6842345.253764261 
 06/01  12:45:00,14049145.013605932,9450000.0,5400000.0,591972.1075086154,4007172.906097317 
 06/01  13:00:00,16565231.966611026,9450000.0,5400000.0,722856.5213242575,6392375.445286768 
 06/01  13:15:00,14765638.351875145,10125000.0,6075000.0,592935.5137271604,4047702.838147986 
 06/01  13:30:00,17466372.164877165,10125000.0,6075000.0,730067.1844719439,6611304.980405217 
 06/01  13:45:00,14506443.09764613,10125000.0,6075000.0,591523.2473352142,3789919.850310915 
 06/01  14:00:00,16876376.588412188,10125000.0,6075000.0,747339.2662385993,6004037.322173588 
 06/01  14:15:00,14720350.081373755,10350000.0,6750000.0,591888.8657719557,3778461.215601797 
 06/01  14:30:00,16834945.161885247,10350000.0,6750000.0,706397.4605664044,5778547.701318842 
 06/01  14:45:00,14650161.47119532,10350000.0,6750000.0,594970.7961560029,3705190.675039317 
 06/01  15:00:00,16535989.417602802,10350000.0,6750000.0,681558.2233151563,5504431.194287645 
 06/01  15:15:00,14191031.811760703,9900000.0,6750000.0,594826.6800281757,3696205.131732527 
 06/01  15:30:00,15594137.68696329,9900000.0,6750000.0,668674.9665748733,5025462.720388414 
 06/01  15:45:00,14184327.953841265,9900000.0,6750000.0,595581.439521112,3688746.5143201533 
 06/01  16:00:00,14766644.921697356,9900000.0,6750000.0,620484.7564828574,4246160.165214498 
 06/01  16:15:00,13276898.808190249,9000000.0,6750000.0,593783.4125094516,3683115.395680796 
 06/01  16:30:00,13455164.03081958,9000000.0,6750000.0,604859.9162240529,3850304.1145955264 
 06/01  16:45:00,13274941.736484336,9000000.0,6750000.0,594538.7000903854,3680403.0363939484 
 06/01  17:00:00,13281371.300615383,9000000.0,6750000.0,602414.5677490754,3678956.7328663063 
 06/01  17:15:00,13271564.210823795,9000000.0,6750000.0,592489.0328435173,3679075.177980278 
 06/01  17:30:00,13275662.726578107,9000000.0,6750000.0,596469.7420039668,3679192.9845741396 
 06/01  17:45:00,13275792.932788694,9000000.0,6750000.0,596482.7053065028,3679310.2274821918 
 06/01  18:00:00,13274233.718342127,9000000.0,6750000.0,594806.8103235792,3679426.9080185494 
 06/01  18:15:00,9669821.804231798,5400000.0,4050000.0,589606.758008379,3680215.0462234174 
 06/01  18:30:00,9670623.190962534,5400000.0,4050000.0,589606.758008379,3681016.4329541535 
 06/01  18:45:00,9671438.27486668,5400000.0,4050000.0,589606.758008379,3681831.516858298 
 06/01  19:00:00,9672327.438462708,5400000.0,4050000.0,589666.8566580021,3682660.581804707 
 06/01  19:15:00,8323596.602861433,4050000.0,2700000.0,589606.758008379,3683989.8448530543 
 06/01  19:30:00,8324962.875535234,4050000.0,2700000.0,589606.758008379,3685356.117526856 
 06/01  19:45:00,8326367.550633351,4050000.0,2700000.0,589606.758008379,3686760.7926249723 
 06/01  20:00:00,8327812.161469946,4050000.0,2700000.0,589606.758008379,3688205.4034615667 
 06/01  20:15:00,8329167.229185125,4050000.0,2700000.0,589606.758008379,3689560.471176746 
 06/01  20:30:00,8330557.042900566,4050000.0,2700000.0,589606.758008379,3690950.284892187 
 06/01  20:45:00,8331982.931858071,4050000.0,2700000.0,589606.758008379,3692376.173849692 
 06/01  21:00:00,8333446.194139929,4050000.0,2700000.0,589606.758008379,3693839.4361315495 
 06/01  21:15:00,4711842.023388513,427500.0,337500.0,589606.758008379,3694735.265380134 
 06/01  21:30:00,4712749.820174226,427500.0,337500.0,589606.758008379,3695643.062165847 
 06/01  21:45:00,4713669.92665066,427500.0,337500.0,589606.758008379,3696563.1686422816 
 06/01  22:00:00,4714602.506937654,427500.0,337500.0,589606.758008379,3697495.7489292757 
 06/01  22:15:00,4714903.707399464,427500.0,337500.0,589606.758008379,3697796.949391086 
 06/01  22:30:00,4715201.601920523,427500.0,337500.0,589606.758008379,3698094.8439121437 
 06/01  22:45:00,4715490.994442209,427500.0,337500.0,589606.758008379,3698384.2364338296 
 06/01  23:00:00,4715783.701973495,427500.0,337500.0,589606.758008379,3698676.943965116 
 06/01  23:15:00,4715557.880283381,427500.0,337500.0,589606.758008379,3698451.122275002 
 06/01  23:30:00,4715324.958344448,427500.0,337500.0,589606.758008379,3698218.2003360693 
 06/01  23:45:00,4715074.5096024005,427500.0,337500.0,589606.758008379,3697967.7515940224 
 06/01  24:00:00,4714811.783402315,427500.0,337500.0,589606.758008379,3697705.0253939372 
 06/02  00:15:00,4713478.290793729,427500.0,337500.0,589606.758008379,3696371.53278535 
 06/02  00:30:00,4712165.668139788,427500.0,337500.0,589606.758008379,3695058.9101314093 
 06/02  00:45:00,4710873.657455941,427500.0,337500.0,589606.758008379,3693766.8994475626 
 06/02  01:00:00,4710509.279905183,427500.0,337500.0,590514.1173981382,3692495.1625070455 
 06/02  01:15:00,4714732.749917833,427500.0,337500.0,596594.1649209771,3690638.584996856 
 06/02  01:30:00,4742247.2335425215,427500.0,337500.0,601579.623846272,3713167.60969625 
 06/02  01:45:00,4704182.810239505,427500.0,337500.0,589606.758008379,3687076.052231126 
 06/02  02:00:00,4707848.856352555,427500.0,337500.0,594982.5250754635,3685366.3312770915 
 06/02  02:15:00,4708385.633141864,427500.0,337500.0,597691.1431114026,3683194.490030461 
 06/02  02:30:00,4698208.436381561,427500.0,337500.0,589606.758008379,3681101.678373182 
 06/02  02:45:00,4696851.620198797,427500.0,337500.0,590267.8113947818,3679083.808804016 
 06/02  03:00:00,4699863.438680012,427500.0,337500.0,595226.2766582608,3677137.1620217506 
 06/02  03:15:00,4691886.732228495,427500.0,337500.0,589606.758008379,3674779.974220117 
 06/02  03:30:00,4694956.230575852,427500.0,337500.0,594923.4140309356,3672532.8165449165 
 06/02  03:45:00,4687490.834497944,427500.0,337500.0,589606.758008379,3670384.0764895654 
 06/02  04:00:00,4690874.194197985,427500.0,337500.0,595039.0342894241,3668335.1599085615 
 06/02  04:15:00,4683627.831223574,427500.0,337500.0,589606.758008379,3666521.0732151954 
 06/02  04:30:00,4689506.444528188,427500.0,337500.0,597224.1369908736,3664782.307537314 
 06/02  04:45:00,4680221.202242469,427500.0,337500.0,589606.758008379,3663114.4442340913 
 06/02  05:00:00,4684111.338961952,427500.0,337500.0,595098.0403715526,3661513.2985904007 
 06/02  05:15:00,4682966.188476701,427500.0,337500.0,594575.5176298355,3660890.670846866 
 06/02  05:30:00,4679561.390142478,427500.0,337500.0,591783.5071762649,3660277.8829662143 
 06/02  05:45:00,4682906.635595305,427500.0,337500.0,595731.9456108464,3659674.689984459 
 06/02  06:00:00,4677449.689619361,427500.0,337500.0,590868.7564079496,3659080.9332114123 
 06/02  06:15:00,4686351.486309323,427500.0,337500.0,599371.6581134154,3659479.8281959086 
 06/02  06:30:00,4676986.568488358,427500.0,337500.0,589606.758008379,3659879.810479979 
 06/02  06:45:00,4678730.010877337,427500.0,337500.0,590949.0938453487,3660280.9170319885 
 06/02  07:00:00,4679664.13405337,427500.0,337500.0,591481.0384704478,3660683.0955829234 
 06/02  07:15:00,4679444.37693698,427500.0,337500.0,589606.758008379,3662337.6189286015 
 06/02  07:30:00,4681163.21998192,427500.0,337500.0,589606.758008379,3664056.461973541 
 06/02  07:45:00,4682949.973929452,427500.0,337500.0,589606.758008379,3665843.2159210728 
 06/02  08:00:00,5148616.543563813,427500.0,337500.0,589606.758008379,4131509.7855554335 
 06/02  08:15:00,14454538.789555246,7875000.0,6075000.0,617216.6196821713,5962322.169873073 
 06/02  08:30:00,13202392.916031053,7875000.0,6075000.0,594511.7570994161,4732881.158931636 
 06/02  08:45:00,12137994.668818248,7875000.0,6075000.0,589606.758008379,3673387.9108098685 
 06/02  09:00:00,12140007.294541731,7875000.0,6075000.0,589606.758008379,3675400.5365333515 
 06/02  09:15:00,14728983.157928905,10462500.0,6412500.0,589740.1268569736,3676743.0310719316 
 06/02  09:30:00,14731247.214818543,10462500.0,6412500.0,590656.7969959524,3678090.4178225873 
 06/02  09:45:00,14732068.333741661,10462500.0,6412500.0,590127.4037430454,3679440.929998616 
 06/02  10:00:00,14733734.626548765,10462500.0,6412500.0,590442.1280568158,3680792.498491948 
 06/02  10:15:00,15074684.183150848,10800000.0,6750000.0,593248.5256094807,3681435.6575413696 
 06/02  10:30:00,15262210.974683376,10800000.0,6750000.0,604707.4447102472,3857503.529973129 
 06/02  10:45:00,15218677.12105331,10800000.0,6750000.0,603768.0612684095,3814909.0597849027 
 06/02  11:00:00,15375033.662041398,10800000.0,6750000.0,611771.9276021535,3963261.734439244 
 06/02  11:15:00,14837600.271036642,10462500.0,6412500.0,602177.728011763,3772922.5430248794 
 06/02  11:30:00,14892950.876891417,10462500.0,6412500.0,604591.3352168252,3825859.5416745916 
 06/02  11:45:00,15055865.494658368,10462500.0,6412500.0,612341.5868278563,3981023.9078305094 
 06/02  12:00:00,15229583.130329665,10462500.0,6412500.0,616336.7414393015,4150746.388890364 
 06/02  12:15:00,13735543.672788125,9450000.0,5400000.0,600340.8776993353,3685202.795088789 
 06/02  12:30:00,13950389.215114992,9450000.0,5400000.0,603945.5064715729,3896443.708643418 
 06/02  12:45:00,14163025.230811791,9450000.0,5400000.0,614723.1000559134,4098302.130755878 
 06/02  13:00:00,13732719.334202854,9450000.0,5400000.0,598839.6279203845,3683879.706282468 
 06/02  13:15:00,15368640.79713187,10125000.0,6075000.0,636287.533064953,4607353.264066915 
 06/02  13:30:00,15013240.920177395,10125000.0,6075000.0,618360.057830689,4269880.862346706 
 06/02  13:45:00,16128678.601365926,10125000.0,6075000.0,669346.8676238481,5334331.733742075 
 06/02  14:00:00,14921671.25217479,10125000.0,6075000.0,611564.5820062538,4185106.670168534 
 06/02  14:15:00,17082830.476165283,10350000.0,6750000.0,733365.5884530353,5999464.887712246 
 06/02  14:30:00,14898463.045965482,10350000.0,6750000.0,602958.8272671418,3945504.21869834 
 06/02  14:45:00,18424004.63730877,10350000.0,6750000.0,850628.7795925264,7223375.85771624 
 06/02  15:00:00,14804620.494509604,10350000.0,6750000.0,597985.0326467623,3856635.461862841 
 06/02  15:15:00,17317134.753295682,9900000.0,6750000.0,782524.461691807,6634610.2916038735 
 06/02  15:30:00,14357384.887045823,9900000.0,6750000.0,597204.2299041839,3860180.657141639 
 06/02  15:45:00,17133795.755150873,9900000.0,6750000.0,750207.4390110481,6483588.316139823 
 06/02  16:00:00,14316971.481314367,9900000.0,6750000.0,596720.8162382671,3820250.6650760984 
 06/02  16:15:00,15941321.906474616,9000000.0,6750000.0,740546.7180092209,6200775.188465394 
 06/02  16:30:00,13343499.188828485,9000000.0,6750000.0,595863.9337891908,3747635.255039294 
 06/02  16:45:00,13955931.35082721,9000000.0,6750000.0,610322.2266594331,4345609.124167777 
 06/02  17:00:00,14944312.080976551,9000000.0,6750000.0,648942.2733997216,5295369.807576829 
 06/02  17:15:00,14276998.090995384,9000000.0,6750000.0,616876.8895408777,4660121.201454507 
 06/02  17:30:00,14550833.56804479,9000000.0,6750000.0,621451.8249512177,4929381.743093569 
 06/02  17:45:00,14156261.903429976,9000000.0,6750000.0,617196.5056195811,4539065.397810393 
 06/02  18:00:00,14397359.29521925,9000000.0,6750000.0,630254.4329721824,4767104.862247067 
 06/02  18:15:00,10013840.03305573,5400000.0,4050000.0,604369.7305693713,4009470.3024863573 
 06/02  18:30:00,9678762.922642216,5400000.0,4050000.0,589606.758008379,3689156.1646338347 
 06/02  18:45:00,9677210.293240696,5400000.0,4050000.0,589606.758008379,3687603.5352323144 
 06/02  19:00:00,9675674.767795984,5400000.0,4050000.0,589606.758008379,3686068.009787602 
 06/02  19:15:00,8323924.972604295,4050000.0,2700000.0,589606.758008379,3684318.214595916 
 06/02  19:30:00,8324405.680341306,4050000.0,2700000.0,591805.9729865976,3682599.707354709 
 06/02  19:45:00,8320519.3970257575,4050000.0,2700000.0,589606.758008379,3680912.6390173784 
 06/02  20:00:00,8318863.835651448,4050000.0,2700000.0,589606.758008379,3679257.077643069 
 06/02  20:15:00,8318218.743387107,4050000.0,2700000.0,589606.758008379,3678611.985378728 
 06/02  20:30:00,8317555.4666432645,4050000.0,2700000.0,589606.758008379,3677948.7086348855 
 06/02  20:45:00,8316875.307324994,4050000.0,2700000.0,589606.758008379,3677268.5493166153 
 06/02  21:00:00,8316179.608768912,4050000.0,2700000.0,589606.758008379,3676572.850760534 
 06/02  21:15:00,4693249.537737823,427500.0,337500.0,589606.758008379,3676142.7797294445 
 06/02  21:30:00,4695580.052383013,427500.0,337500.0,592376.3837354206,3675703.668647592 
 06/02  21:45:00,4699512.277232095,427500.0,337500.0,596756.2261539963,3675256.051078098 
 06/02  22:00:00,4691907.087910338,427500.0,337500.0,589606.758008379,3674800.3299019593 
 06/02  22:15:00,4701123.195920858,427500.0,337500.0,598490.7314972037,3675132.464423654 
 06/02  22:30:00,4692566.425907863,427500.0,337500.0,589606.758008379,3675459.667899485 
 06/02  22:45:00,4704874.2541083535,427500.0,337500.0,601592.3399470968,3675781.914161257 
 06/02  23:00:00,4693205.89339186,427500.0,337500.0,589606.758008379,3676099.135383481 
 06/02  23:15:00,4704530.431725118,427500.0,337500.0,600722.5380221991,3676307.8937029187 
 06/02  23:30:00,4693621.082161947,427500.0,337500.0,589606.758008379,3676514.3241535686 
 06/02  23:45:00,4706419.41048556,427500.0,337500.0,602200.9554423206,3676718.4550432395 
 06/02  24:00:00,4694027.10916002,427500.0,337500.0,589606.758008379,3676920.3511516415 
 06/03  00:15:00,4694009.988473694,427500.0,337500.0,589606.758008379,3676903.2304653144 
 06/03  00:30:00,4693988.966313649,427500.0,337500.0,589606.758008379,3676882.20830527 
 06/03  00:45:00,4693964.075050726,427500.0,337500.0,589606.758008379,3676857.3170423475 
 06/03  01:00:00,4693935.299851709,427500.0,337500.0,589606.758008379,3676828.54184333 
 06/03  01:15:00,4693906.594460404,427500.0,337500.0,589606.758008379,3676799.8364520245 
 06/03  01:30:00,4693874.058514685,427500.0,337500.0,589606.758008379,3676767.3005063073 
 06/03  01:45:00,4693837.735239843,427500.0,337500.0,589606.758008379,3676730.977231464 
 06/03  02:00:00,4693797.672715069,427500.0,337500.0,589606.758008379,3676690.9147066907 
 06/03  02:15:00,4692322.01840045,427500.0,337500.0,589606.758008379,3675215.260392071 
 06/03  02:30:00,4690891.753875809,427500.0,337500.0,589606.758008379,3673784.9958674307 
 06/03  02:45:00,4689504.8278200915,427500.0,337500.0,589606.758008379,3672398.0698117125 
 06/03  03:00:00,4688155.278476575,427500.0,337500.0,589606.758008379,3671048.5204681964 
 06/03  03:15:00,4686053.696109053,427500.0,337500.0,589606.758008379,3668946.9381006737 
 06/03  03:30:00,4684052.645884854,427500.0,337500.0,589606.758008379,3666945.8878764757 
 06/03  03:45:00,4682145.259095486,427500.0,337500.0,589606.758008379,3665038.501087108 
 06/03  04:00:00,4680325.320539038,427500.0,337500.0,589606.758008379,3663218.5625306596 
 06/03  04:15:00,4678587.13491364,427500.0,337500.0,589606.758008379,3661480.376905262 
 06/03  04:30:00,4676925.46206654,427500.0,337500.0,589606.758008379,3659818.7040581605 
 06/03  04:45:00,4675335.504023402,427500.0,337500.0,589606.758008379,3658228.746015024 
 06/03  05:00:00,4673812.907148104,427500.0,337500.0,589606.758008379,3656706.149139726 
 06/03  05:15:00,4672949.098397853,427500.0,337500.0,589606.758008379,3655842.3403894748 
 06/03  05:30:00,4672106.7092999825,427500.0,337500.0,589606.758008379,3654999.9512916044 
