Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SPACE1-1:Space People Occupant Count [](TimeStep),SPACE2-1:Space People Occupant Count [](TimeStep),SPACE3-1:Space People Occupant Count [](TimeStep),SPACE4-1:Space People Occupant Count [](TimeStep),SPACE5-1:Space People Occupant Count [](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),PLENUM-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PLENUM-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE3-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE4-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE5-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep) 
 06/01  05:15:00,26.174999999999997,0.0,0.0,0.0,0.0,0.0,22.825787489852907,0.0,0.0,22.084101311500486,15.0,30.0,22.004465188499154,15.0,30.0,22.048441170353765,15.0,30.0,21.96969022103486,15.0,30.0,22.041789515152463,15.0,30.0,35.85067559780592,37.314944014194495,36.396871070539945,37.44427091842613,35.971826130006974 
 06/01  05:30:00,26.15,0.0,0.0,0.0,0.0,0.0,22.796640395091906,0.0,0.0,22.080432950348563,15.0,30.0,22.00435612310893,15.0,30.0,22.04803848666396,15.0,30.0,21.96804118637191,15.0,30.0,22.03677524273193,15.0,30.0,35.96729192879742,37.337633628368295,36.4403686758432,37.51226148698416,36.116304210080585 
 06/01  05:45:00,26.125000000000004,0.0,0.0,0.0,0.0,0.0,22.775031763593056,0.0,0.0,22.091382598673206,15.0,30.0,22.027681355639196,15.0,30.0,22.074997434148337,15.0,30.0,21.982495952179747,15.0,30.0,22.042421123554806,15.0,30.0,35.646977454105894,36.76967074180971,35.826759112085966,37.1403715805776,35.87607023005074 
 06/01  06:00:00,26.1,0.0,0.0,0.0,0.0,0.0,22.766717812701966,0.0,0.0,22.125876337382255,15.0,30.0,22.083085470603365,15.0,30.0,22.13570347821942,15.0,30.0,22.02062666240555,15.0,30.0,22.065726351762287,15.0,30.0,35.035049588221526,35.81929311494817,34.83177375527117,36.46648710953727,35.41707972642931 
 06/01  06:15:00,26.125000000000004,0.0,0.0,0.0,0.0,0.0,22.77363202784528,0.0,0.0,22.181904858463348,15.0,30.0,22.165490342935758,15.0,30.0,22.222965335133352,15.036781538277864,30.0,22.080311980010993,15.0,30.0,22.105566290015226,15.0,30.0,34.14037072880076,34.52219769859208,33.50835201816713,35.49810894513247,34.75236228806925 
 06/01  06:30:00,26.15,0.0,0.0,0.0,0.0,0.0,22.793401885767633,0.0,0.0,22.252146955017366,15.0,30.0,22.2656188093566,15.0,30.0,22.326108670982183,15.557945895940065,30.0,22.153250375918272,15.0,30.0,22.157158391240742,15.0,30.0,33.07028196020471,33.01133934294057,32.00539159104011,34.368995304300796,33.94204310883737 
 06/01  06:45:00,26.174999999999997,0.0,0.0,0.0,0.0,0.0,22.825485410701347,0.0,0.0,22.331002055210334,15.0,30.0,22.375095077953393,15.0,30.0,22.43536517283457,15.247588712722063,30.0,22.235450665253396,15.0,30.0,22.21577931131482,15.0,30.0,31.895519351732915,31.413774882460714,30.469407603985474,33.10853106496691,33.05205912466397 
 06/01  07:00:00,26.2,0.0,0.0,0.0,0.0,0.0,22.871059872050825,0.0,0.0,22.41554997206888,15.0,30.0,22.490721986044296,15.0,30.0,22.547496854038883,15.0,30.0,22.32467728819454,15.0,30.0,22.278624662295886,15.0,30.0,30.659870316409425,29.763406558436685,28.914853169700265,31.77546298811309,32.11176159790203 
 06/01  07:15:00,26.275,0.0,0.0,0.0,0.0,0.0,22.9313626682837,0.0,0.0,22.48894344995458,15.0,30.0,22.594286163365688,15.0,30.0,22.643294357554932,15.0,30.0,22.401308591992045,15.0,30.0,22.330172449316155,15.0,30.0,29.58468710171762,28.31295810837507,27.61060904419881,30.64189110206955,31.29785610662495 
 06/01  07:30:00,26.35,0.0,0.0,0.0,0.0,0.0,23.006042119707466,0.0,0.0,22.562845445986724,15.57799243927002,30.0,22.697755253448207,15.0,28.727137565612793,22.73431935297425,15.0,30.0,22.477915985401733,15.0,30.0,22.382355969652846,15.0,30.0,28.53408686888713,26.90781493732719,26.3951579854743,29.52690108995415,30.50011553253266 
