Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SPACE1-1:Space People Occupant Count [](TimeStep),SPACE2-1:Space People Occupant Count [](TimeStep),SPACE3-1:Space People Occupant Count [](TimeStep),SPACE4-1:Space People Occupant Count [](TimeStep),SPACE5-1:Space People Occupant Count [](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),PLENUM-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PLENUM-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE3-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE4-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE5-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE3-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE4-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE5-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep) 
 06/01  07:30:00,26.35,0.0,0.0,0.0,0.0,0.0,22.77044816877697,0.0,0.0,22.506402871333748,15.0,30.0,22.634184826159192,15.0,30.0,22.666672754177842,15.0,30.0,21.226766581235115,15.224219858646393,22.14275199174881,22.320268913869263,15.0,25.0,28.816855496437512,27.155317962281188,26.75039514545388,41.64831628407059,30.83671402824484 
 06/01  07:45:00,26.425,0.0,0.0,0.0,0.0,0.0,22.86700045605462,0.0,0.0,22.56281792712822,15.0,30.0,22.712934282103262,18.02620267868042,30.0,22.733873429431508,20.0,30.0,21.82852550678947,15.0,25.45018082857132,22.36102791460127,15.0,29.86577558517456,27.898346871476875,25.976024836654076,25.73964680323364,35.58264439790571,30.09802692287336 
 06/01  08:00:00,26.5,0.0,0.0,0.0,0.0,0.0,22.96999983109825,0.0,0.0,22.628860558809908,15.0,30.0,22.801027987783925,15.0,29.87661525607109,22.80743162654298,20.209267139434814,30.0,22.095814339010232,15.0,27.79653626680374,22.409591873840128,15.0,27.72755527496338,26.859475305605145,24.688665520045163,24.651990612617368,32.12650853094365,29.245086557606655 
 06/01  08:15:00,26.725,11.0,5.0,11.0,5.0,20.0,24.19155743200223,0.0,0.0,23.919481705914034,15.0,30.0,24.153969385700414,15.468606650829315,30.0,24.116725534068486,15.209267139434814,30.0,23.590492554948195,15.0,25.801145613193516,23.70497393563998,15.0,30.0,15.08528840721982,13.16682979472138,13.431177530167275,17.532411994755478,16.81522279199683 
 06/01  08:30:00,26.95,11.0,5.0,11.0,5.0,20.0,24.681554002052522,0.0,0.0,24.722904718102043,15.0,30.0,24.966582393540527,18.701419293880463,30.0,24.9246304463445,15.0,30.0,24.471350402163694,15.0,30.0,24.56858128613204,15.0,30.0,9.683115079873986,8.269309259579245,8.537711999677711,10.86098977359984,10.864654951233234 
 06/01  08:45:00,27.174999999999997,11.0,5.0,11.0,5.0,20.0,25.150195788893736,0.0,0.0,25.332353381282445,15.0,30.0,25.577721787889764,15.0,30.0,24.999363558590673,15.0,25.0,25.125771779301264,15.0,25.67091655731201,25.24551138380428,15.0,30.0,7.041672618628169,6.120252065215581,7.53216442579604,7.665472113405386,7.827362233305607 
 06/01  09:00:00,27.4,11.0,5.0,11.0,5.0,20.0,25.541978862826756,0.0,0.0,25.78106585078835,19.24820852279663,30.0,26.066006675927106,15.0,30.0,25.81162162864115,19.133559703826904,27.809341192245483,25.62265222673438,18.90850591659546,29.203812837600708,25.763821596890995,15.0,30.0,5.727071885292702,5.173616059082022,5.605663477445162,6.010765292811811,6.141332143855578 
 06/01  09:15:00,27.775,11.0,5.0,11.0,5.0,20.0,25.989523382884695,0.0,0.0,26.684496515212505,15.527687072753906,30.0,25.19255134800358,15.0,25.185999393463135,26.74001689100672,15.0,27.749330397695307,24.281322510034247,15.0,24.203812837600708,26.752375490326536,17.29270100593567,30.0,5.019852369958315,5.762934123766357,5.083621650051441,8.398152094358082,5.002641211309296 
 06/01  09:30:00,28.15,11.0,5.0,11.0,5.0,20.0,26.507652385742546,0.0,0.0,25.26521504429704,15.0,25.0,26.702905651483427,15.0,29.238369464874268,27.658002348896996,15.0,27.660154398530725,25.858560997168027,15.0,26.53319239616394,28.079801828072398,15.0,29.835783392190933,5.580779750624913,5.237216761842504,6.729198503666424,5.235844818491586,6.664511195690636 
 06/01  09:45:00,28.525,11.0,5.0,11.0,5.0,20.0,26.74211620084049,0.0,0.0,26.694526360129707,16.056229829788208,27.468076705932617,24.559520137177696,15.0,24.238369464874268,25.14127425568709,20.0,24.693566855043173,26.752991067100165,15.0,30.0,28.2842073917604,15.0,28.894085735082626,5.151574911180646,6.117974360163615,5.403485862804615,5.266632960739599,7.683849422217534 
 06/01  10:00:00,28.9,11.0,5.0,11.0,5.0,20.0,27.209722937805235,0.0,0.0,27.305544922979525,15.0,29.392316102981567,26.49921534240764,15.0,29.238369464874268,26.900509757015048,15.0,29.693566855043176,25.109182463870336,15.0,25.0,26.78203482208048,15.0,26.6349957883358,6.20879702873637,5.150648335347782,5.487603180539551,5.493811680566665,5.224309522662452 
 06/01  10:15:00,29.249999999999996,11.0,5.0,11.0,5.0,20.0,27.152041802400156,0.0,0.0,24.841375312869566,18.304168224334717,24.392316102981567,24.512589857151482,15.0,24.238369464874268,24.964940474712737,16.633638739585876,24.693566855043173,26.706999140928616,17.110427618026733,27.813509941101074,27.72345500057051,17.57124638557434,30.0,5.678635073332387,6.021976674477457,5.443196603510714,5.313036891295127,6.526945601906576 
 06/01  10:30:00,29.6,11.0,5.0,11.0,5.0,20.0,27.45676516001285,0.0,0.0,26.16954313014614,15.0,29.392316102981567,26.194391526953815,15.0,29.218762397766113,26.515087675455923,15.0,28.486222561448812,24.20649349216401,15.0,23.188461303710938,25.83293667587312,21.964067697525024,25.0,5.009351767717874,5.0338003907679365,5.211488361198477,6.693618518259868,5.038101505644207 
 06/01  10:45:00,29.950000000000003,11.0,5.0,11.0,5.0,20.0,27.31685171515083,0.0,0.0,24.57081863627478,15.000000000000021,24.392316102981606,24.4419397419992,15.000000000000021,24.218762397766152,24.120070285262642,15.000000000000021,23.48622256144885,26.159499152281562,15.000000000000021,28.188461303710987,27.255913350000373,22.40165549516681,28.203317880630536,5.945676444767344,5.951191169948871,6.610195434545574,5.007597242583017,5.794638612143785 
 06/01  11:00:00,30.3,11.0,5.0,11.0,5.0,20.0,28.03508486924967,0.0,0.0,26.263197304795437,15.000000000000021,29.392316102981617,26.305893200856364,15.000000000000021,29.21876239776615,25.787560459419506,15.000000000000021,28.48622256144886,24.045707231217065,15.000000000000021,23.18846130371097,28.63536147447659,18.84488612413409,28.940323829650918,5.1033556969352105,5.201101954085715,5.014833651644011,6.821568328382327,10.36102066149509 
 06/01  11:15:00,30.475,8.8,4.0,8.8,4.0,16.0,28.118435337892365,0.0,0.0,24.56997409069344,15.0,24.392316102981567,24.43946707246456,15.0,24.218762397766117,26.760677026737987,20.0,27.304181154817346,26.08262321018238,15.0,28.18846130371094,28.70027159325582,21.570766031742096,29.489987790584564,5.658509701036138,5.636104977867916,6.028414718544198,5.021738232019047,11.455833004016185 
